term_localName,label_en,label_cs,label_de,label_es,label_fr,label_ko,label_nl,label_ru,label_zh-Hans,label_zh-Hant,definition_en,definition_cs,definition_de,definition_es,definition_fr,definition_ko,definition_nl,definition_ru,definition_zh-Hans,definition_zh-Hant,usage_en,usage_cs,usage_de,usage_es,usage_fr,usage_ko,usage_nl,usage_ru,usage_zh-Hans,usage_zh-Hant,notes_en,notes_cs,notes_de,notes_es,notes_fr,notes_ko,notes_nl,notes_ru,notes_zh-Hans,notes_zh-Hant,examples_en,examples_cs,examples_de,examples_es,examples_fr,examples_ko,examples_nl,examples_ru,examples_zh-Hans,examples_zh-Hant
conditionsOfAccess,Conditions of Access,Podmínky přístupu,,,Conditions d'Accès,,,,,,Information about who can access the collection being described or an indication of its security status.,"Informace o tom, kdo má k popisované sbírce přístup, nebo údaj o jejím bezpečnostním statusu.",,,Les informations sur les personnes autorisées à accéder à la collection concernée ou l'indication du niveau de sécurité associé à cette collection.,,,,,,,,,,,,,,,,"If available, this should be a URL to a stable policy page. For example, https://www.fieldmuseum.org/science/research/area/fossils-meteorites/fossils-meteorites-policies.","Pokud je k dispozici, měla by to být adresa URL na stabilní stránku zásad. Například https://www.fieldmuseum.org/science/research/area/fossils-meteorites/fossils-meteorites-policies.",,,"Si elle est disponible, il devrait s'agir d'une URL vers une page de règlement stable. Par exemple, https://www.fieldmuseum.org/science/research/area/fossils-meteorites/fossils-meteorites-policies.",,,,,,,,,,,,,,,
description,Description,Popis,,,Description,,,,,,A free text description or narrative about the collection.,Volný textový popis nebo sdělení o sbírce.,,,Une description ou un récit en texte libre sur la collection.,,,,,,,,,,,,,,,,"Use this field to record information about the collection in a human-readable, narrative style to introduce the main characteristics of the collection to someone unfamiliar to it. It may include additional information or re-state information held elsewhere in the collection description record - for example, for more atomic, categorised textual descriptions and narratives the MeasurementOrFact class should be used.","Toto pole použijte k zaznamenání informací o sbírce v lidsky čitelném, vyprávěcím stylu, abyste představili hlavní charakteristiky sbírky někomu, kdo ji nezná. Může obsahovat další informace nebo znovu uvádět informace, které se nacházejí jinde v záznamu popisu sbírky - například pro atomičtější, kategorizované textové popisy a vyprávění by se měla použít třída MeasurementOrFact.",,,"Ce champ sert à enregistrer des informations sur la collection dans un style narratif lisible par un humain, afin de présenter les principales caractéristiques de la collection à une personne qui n'en est pas familière. Il peut s'agir d'informations supplémentaires ou d'une reformulation d'informations contenues ailleurs dans la fiche de description de la collection - par exemple, pour des descriptions et des récits plus spécifiques et catégorisés, il convient d'utiliser la classe MeasurementOrFact.",,,,,,,,,,,,,,,
discipline,Discipline,Disciplína,,,Discipline,,,,,,A high level classification of the scientific discipline to which the objects within the collection belong or are related.,"Vysokoúrovňová klasifikace vědního oboru, k němuž sbírkové předměty patří nebo s nímž souvisejí.",,,Une classification de haut niveau de la discipline scientifique à laquelle les objets de la collection appartiennent ou sont liés.,,,,,,,,,,,,,,,,"The recommendation is to use a controlled vocabulary that is also common across other community collections, object and occurrence standards. Suggested list https://confluence.egi.eu/display/EGIG/Scientific+Disciplines","Doporučuje se používat řízený slovník, který je společný i pro ostatní komunitní sbírky, standardy objektů a výskytů. Navrhovaný seznam https://confluence.egi.eu/display/EGIG/Scientific+Disciplines",,,"Il est recommandé d'utiliser un vocabulaire contrôlé qui soit également commun à d'autres collections, objets et standards d'occurrence. Une liste suggérée est disponible à https://confluence.egi.eu/display/EGIG/Scientific+Disciplines",,,,,,,,,,,,,,,
hasChronometricAge,Has Chronometric Age,Má Chronometrický věk,,,A pour Âge Chronométrique,,,,,,This property refers to one or more related instances of the ChronometricAge class.,Tato vlastnost odkazuje na jednu nebo více souvisejících instancí třídy ChronometricAge.,,,Cette propriété fait référence à une ou plusieurs instances associées de la classe ChronometricAge.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hasCollectionStatusHistory,Has Collection Status History,Má historii stavu sbírky,,,A pour Historique des Statuts de Collection,,,,,,This property refers to one or more related instances of the CollectionStatusHistory class.,Tato vlastnost odkazuje na jednu nebo více souvisejících instancí třídy CollectionStatusHistory.,,,Cette propriété fait référence à une ou plusieurs instances associées de la classe CollectionStatusHistory.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hasEvent,Has Event,Má událost,,,A pour Événement,,,,,,This property refers to one or more related instances of the Event class.,Tato vlastnost odkazuje na jednu nebo více souvisejících instancí třídy Událost.,,,Cette propriété fait référence à une ou plusieurs instances associées de la classe Event.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hasGeologicalContext,Has Geological Context,Má geologický kontext,,,A pour Contexte Géologique,,,,,,This property refers to one or more related instances of the GeologicalContext class.,Tato vlastnost odkazuje na jednu nebo více souvisejících instancí třídy GeologicalContext.,,,Cette propriété fait référence à une ou plusieurs instances associées de la classe GeologicalContext.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hasObjectClassification,Has Object Classification,Má klasifikaci objektu,,,A pour Classification de l'Objet,,,,,,This property refers to one or more related instances of the ObjectClassification class.,Tato vlastnost odkazuje na jednu nebo více souvisejících instancí třídy ObjectClassification.,,,Cette propriété fait référence à une ou plusieurs instances associées de la classe ObjectClassification.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hasOrganisationalUnit,Has Organisational Unit,Má organizační jednotku,,,A pour entité organisationnelle,,,,,,This property refers to one or more related instances of the OrganisationalUnit class.,Tato vlastnost odkazuje na jednu nebo více souvisejících instancí třídy OrganisationalUnit.,,,Cette propriété fait référence à une ou plusieurs instances associées de la classe OrganisationalUnit.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hasResourceRelationship,Has Resource Relationship,Má vztah ke zdroji,,,A pour Relation entre les Ressources,,,,,,This property refers to one or more related instances of the ResourceRelationship class.,Tato vlastnost odkazuje na jednu nebo více souvisejících instancí třídy ResourceRelationship.,,,Cette propriété fait référence à une ou plusieurs instances associées de la classe ResourceRelationship.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hasStorageLocation,Has Storage Location,Má úložné místo,,,A pour Lieu de Stockage,,,,,,This property refers to one or more related instances of the StorageLocation class.,Tato vlastnost odkazuje na jednu nebo více souvisejících instancí třídy StorageLocation.,,,Cette propriété fait référence à une ou plusieurs instances associées de la classe StorageLocation.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hasTaxon,Has Taxon,Má taxon,,,A pour Taxon,,,,,,This property refers to one or more related instances of the Taxon class.,Tato vlastnost odkazuje na jednu nebo více souvisejících instancí třídy Taxon.,,,Cette propriété fait référence à une ou plusieurs instances associées de la classe Taxon.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
isCurrentCollection,Is Current Collection,Je aktuální sbírka,,,Est la Collection Actuelle,,,,,,A flag to indicate whether the collection still exists as a single entity.,"Příznak označující, zda sbírka stále existuje jako jedna entita.",,,Un indicateur permettant de savoir si la collection existe toujours en tant qu'entité distincte.,,,,,,,,,,,,,,,,Use this to indicate if the record describes the entirety of a known historical collection. If only part of the collection is present the value is 'false'.,"Použijte ji k označení, zda záznam popisuje celou známou historickou sbírku. Pokud se jedná pouze o část sbírky, je hodnota ""false"".",,,"Cette valeur indique si l'enregistrement décrit l'intégralité d'une collection historique connue. Si seule une partie de la collection est présente, la valeur doit être « false ».",,,,,,,,,,,,,,,
isKnownToContainTypes,Is Known To Contain Types,"Je známo, že obsahuje typy",,,Est réputée contenir des types,,,,,,Flag property to indicate that the collection is known to include type specimens.,"Vlastnost příznaku označující, že sbírka obsahuje typové exempláře.",,,Propriété de signalement pour indiquer que la collection est réputée inclure des spécimens types.,,,,,,,,,,,,,,,,`true` - this collection contains types; `false` - this collections does not contain types,`true` - tato kolekce obsahuje typy; `false` - tato kolekce neobsahuje typy,,,`true` - cette collection contient des types ; `false` - cette collection ne contient pas de types,,,,,,,,,,,,,,,
material,Material,Materiál,,,Matériel,,,,,,"Material denotes the raw substance(s) from which the object is formed, in whole or in part.","Materiál označuje surovinu (suroviny), z níž je předmět zcela nebo zčásti vytvořen.",,,"Material désigne la ou les substance(s) brute(s) à partir de laquelle ou desquelles l'objet est formé, en totalité ou en partie.",,,,,,,,,,,,,,,,"This definition maps roughly to the concept of E57 'material' from the CIDOC CRM: https://cidoc-crm.org/Entity/E57-Material/version-7.1.1. The object, or artefact could contain biological parts, for example jewellery made of amber with insects in, or cloaks made of bird feathers. It should not be used for taxonomic identifications.","Tato definice zhruba odpovídá pojmu E57 ""materiál"" z CIDOC CRM: https://cidoc-crm.org/Entity/E57-Material/version-7.1.1. Předmět nebo artefakt může obsahovat biologické části, například šperky z jantaru s hmyzem nebo pláště z ptačích per. Neměl by být používán k taxonomické identifikaci.",,,"Cette définition correspond à peu près au concept E57 « material » du CIDOC CRM : https://cidoc-crm.org/Entity/E57-Material/version-7.1.1. L'objet ou l'artefact peut contenir des éléments biologiques, par exemple des bijoux en ambre renfermant des insectes ou des manteaux en plumes d'oiseaux. Ce champs ne doit pas être utilisé pour des identifications taxonomiques.",,,,,,"`Biological body`, `Organism material (cp. objectType = `Organism product`)`, `Viable cells`, `Protein`, `RNA`, `DNA`, etc.","`Biologické tělo`, `Materiál organismu (cp. objectType = `Produkt organismu`)`, `Živé buňky`, `Protein`, `RNA`, `DNA` atd.",,,"`Corps biologique`, `Matériau de l'organisme (cp. objectType = `Produit de l'organisme`) `, `Cellules viables`, `Protéines`, `ARN`, `ADN`, etc.",,,,,
objectType,Object Type,Typ objektu,,,Type d'objet,,,,,,High-level terms for the classification of curated objects.,Vysokoúrovňové termíny pro klasifikaci kurátorských objektů.,,,Termes de haut niveau pour la classification des objets conservés.,,,,,,A more generic classification of items in the collection than described in preparationType.,"Obecnější klasifikace položek ve sbírce, než je popsáno v položce preparationType.",,,Une classification plus générique des éléments de la collection que celle décrite dans preparationType.,,,,,,"Hands-on, practical attributes classifying the stored curated objects. You will expect to find these kinds and types of objects when you go to and access their storage location. This should not be used for classifying objects by taxon. The best way to do that is to use the Taxon class (formal taxonomy and vernacular names) or ObjectClassification class (informal classification).","Praktické atributy klasifikující uložené kurátorované objekty. Tyto druhy a typy objektů očekáváte, když přejdete na místo uložení a přistoupíte k němu. Nemělo by sloužit ke klasifikaci objektů podle taxonů. K tomu je nejlepší použít třídu Taxon (formální taxonomie a slovní názvy) nebo třídu ObjectClassification (neformální klasifikace).",,,Attributs pratiques permettant de classer les objets conservés. Il faut s'attendre à trouver ces types d'objets lorsque l'on accède leur lieu de stockage. Ce champs ne doit pas être utilisé pour classer les objets par taxon. La meilleure façon de le faire est d'utiliser la classe Taxon (taxonomie scientifique et noms vernaculaires) ou la classe ObjectClassification (classification informelle).,,,,,,"if baseTypeOfObjectGroup = `MaterialEntity`: `Specimen`, `Tissue`, `Culture`, `HTS Library`, `Lysate`, `Environmental sample`, `Extracted/Preserved DNA/RNA`, `Microscope slide`, `Spore print`, `Macrofossil`, `Mesofossil`, `Microfossil`, `Oversized fossil`; if typeOfObjectGroup = `Non-biological`: `Macro-object`, `Micro-object`, `Oversized object`, `Cut/polished gemstone`, `Core`, `Fluid`, `Hazardous material/object`, `Mixed`; if baseTypeOfObjectGroup = `InformationArtefact`: `Text`, `Audio`, `Visual`","if baseTypeOfObjectGroup = `MaterialEntity`: `Specimen`, `Tissue`, `Culture`, `HTS Library`, `Lysate`, `Environmental sample`, `Extracted/Preserved DNA/RNA`, `Microscope slide`, `Spore print`, `Macrofossil`, `Mesofossil`, `Microfossil`, `Oversized fossil`; if typeOfObjectGroup = `Non-biological`: `Makroobjekt`, `Mikroobjekt`, `Přerostlý objekt`, `Broušený/leštěný drahokam`, `Jádro`, `Tekutina`, `Nebezpečný materiál/objekt`, `Smíšený`; if baseTypeOfObjectGroup = `InformationArtefact`: `Text`, `Audio`, `Vizuální`",,,"si baseTypeOfObjectGroup = `MaterialEntity` : `Spécimen`, `Tissu`, `Culture`, `Bibliothèque HTS`, `Lysat`, `Echantillon environnemental`, `Extraction/préservation d'ADN/ARN`, `Lame de microscope`, `Empreinte de spores`, `Macrofossile`, `Mésofossile`, `Microfossile`, `Fossile surdimensionné` ; si typeOfObjectGroup = `Non-biological` : `Macro-objet`, `Micro-objet`, `Objet surdimensionné`, `Pierre précieuse taillée/polie`, `Core`, `Fluide`, `Matière/objet dangereux`, `Mélange` ; si baseTypeOfjectGroup = `InformationArtefact` : `Texte`, `Audio`, `Visuel`",,,,,
period,Period,Období,,,Période,,,,,,Used to describe prehistoric or historic periods.,Používá se k popisu prehistorických nebo historických období.,,,Utilisé pour décrire les périodes préhistoriques ou historiques.,,,,,,Used to describe the prehistoric or historic period from which objects in the collection originated.,"Používá se k popisu prehistorického nebo historického období, z něhož předměty ve sbírce pocházejí.",,,Utilisé pour décrire la période préhistorique ou historique d'où sont issus les objets de la collection.,,,,,,"Often used to describe prehistoric or historic periods, but also geopolitical units and activities of settlements are regarded as special cases of Period. However, there are no assumptions about the scale of the associated phenomena. In particular all events are seen as synthetic processes consisting of coherent phenomena. This property maps to the Period class of the CIDOC-CRM conceptual reference model (http://www.cidoc-crm.org/Entity/e4-period/version-7.1.1).","Často se používá k popisu prehistorických nebo historických období, ale za zvláštní případy období se považují také geopolitické jednotky a činnosti osad. Neexistují však žádné předpoklady o rozsahu souvisejících jevů. Zejména se na všechny události pohlíží jako na syntetické procesy sestávající ze souvislých jevů. Tato vlastnost odpovídá třídě Period konceptuálního referenčního modelu CIDOC-CRM (http://www.cidoc-crm.org/Entity/e4-period/version-7.1.1).",,,"Souvent utilisée pour décrire des périodes préhistoriques ou historiques. Elle décrit aussi des unités géopolitiques et des activités de peuplement humains qui sont considérées comme des cas particuliers de Period. Cependant, il n'y a pas d'hypothèses sur l'échelle des phénomènes associés. En particulier, tous les événements sont considérés comme des processus synthétiques constitués de phénomènes cohérents. Cette propriété correspond à la classe Period du modèle conceptuel de référence CIDOC-CRM (http://www.cidoc-crm.org/Entity/e4-period/version-7.1.1).",,,,,,,,,,,,,,,
preparationType,Preparation Type,Typ preparace,,,Type de Préparation,,,,,,A term used to classify or describe an object that indicates the actions that have been taken upon it and/or the processes it has been put through to prepare it for scientific use or study.,"Termín používaný ke klasifikaci nebo popisu předmětu, který označuje činnosti, které byly na něm provedeny, a/nebo procesy, kterými prošel, aby byl připraven k vědeckému použití nebo studiu.",,,Un terme utilisé pour classer ou décrire un objet qui indique les actions qui ont été effectuées sur ce dernier et/ou les processus auxquels il a été soumis pour le préparer à une utilisation ou à une étude scientifique.,,,,,,A more specific classification of items in the collection than described in objectType.,"Specifičtější klasifikace položek v kolekci, než je popsána v položce objectType.",,,Une classification plus spécifique des éléments de la collection que celle indiquée dans objectType.,,,,,,"These attributes commonly identify the parts or states that are the outcome of the preparation process, which produced the curated object. This can be the same as PreservationMethod (e.g. Bone), but is not always. For cultural collections terms such as 'bowl', 'textile' are appropriate at this level. This should not be used for classifying objects by taxon. The best way to do that is to use the Taxon class (formal taxonomy and vernacular names) or ObjectClassification class (informal classification).","Tyto atributy běžně identifikují části nebo stavy, které jsou výsledkem procesu přípravy, při němž vznikl kurátorovaný objekt. Mohou být stejné jako PreservationMethod (např. Bone), ale není tomu tak vždy. Pro kulturní sbírky jsou na této úrovni vhodné termíny jako ""mísa"", ""textil"". Neměla by se používat pro klasifikaci předmětů podle taxonů. K tomu je nejlepší použít třídu Taxon (formální taxonomie a místní názvy) nebo třídu ObjectClassification (neformální klasifikace).",,,"Ces attributs identifient généralement les parties ou les états qui sont le résultat du processus de préparation qui a produit l'objet conservé. Il peut s'agir de la même chose que PreservationMethod (par exemple Os), mais ce n'est pas forcément le cas. Pour les collections culturelles, des termes tels que « bol », « textile » sont appropriés à ce niveau. Ce niveau ne doit pas être utilisé pour classer les objets par taxon. La meilleure façon de le faire est d'utiliser la classe Taxon (taxonomie scientifique et noms vernaculaires) ou la classe ObjectClassification (classification informelles).",,,,,,"if objectType = `Specimen` or `Part of entity`: `Bones`, `Eggs`, `Pollen`, `Muscle`, `Leaf`, `Blood`, `Skins`, `Shells`, `Wood`, ... ; if typeOfObjectGroup = `human-made`: `Bowl`, `Textile`, ...; if typeOfObjectGroup = `digital`: `txt`, `jpg`, `mp4`, ...; etc","pokud je objectType = `Exemplář` nebo `Část entity`: `Kosti`, `Vejce`, `Pyl`, `Svaly`, `Listy`, `Krev`, `Kůže`, `Skořápky`, `Dřevo`, . ... ; pokud je typeOfObjectGroup = `human-made`: `Miska`, `Textil`, ...; pokud je typeOfObjectGroup = `digital`: `txt`, `jpg`, `mp4`, ...; atd",,,"si objectType = `Spécimen` ou `Partie d'entité` : `Ossature`, `Oeuf`, `Pollen`, `Muscle`, `Feuille`, `Sang`, `Peau`, `Coquille`, `Bois`, . ... ; si typeObjectGroup = `fabriqué par l'Homme` : `Bol`, `Tissu`, ... ; si typeObjectGroup = `numérique` : `txt`, `jpg`, `mp4`, ... ; etc",,,,,
preservationMethod,Preservation Method,Metoda uchovávání,,,Méthode de Conservation,,,,,,"A term used to classify or describe an object that indicates the primary or most recent action, measure or process that has been used in order to preserve the objects in the collection for long-term storage.","Termín používaný pro klasifikaci nebo popis předmětu, který označuje primární nebo nejnovější činnost, opatření nebo proces, který byl použit za účelem uchování předmětů ve sbírce pro dlouhodobé uložení.",,,"Un terme utilisé pour classer ou décrire un objet qui indique l'action, la mesure ou le processus principal ou le plus récent qui a été utilisé pour conserver les objets de la collection en vue d'un stockage à long terme.",,,,,,For the purposes of a collection description preservationType should be used to describe the larger collection,Pro účely popisu sbírky by měl být použit typ uchováváníType pro popis větší sbírky,,,"Dans le cadre d'une description de collection, preservationType doit être utilisé pour décrire la collection dans son ensemble",,,,,,Preservation method generally describes the final storage state. Not intended to be used as the fossilization method. Use preservationMode for that. This field is intended to be use where a collection has a single or prominent preservationMethod. We recommend the Arctos PART_PRESERVATION vocabulary (https://arctos.database.museum/info/ctDocumentation.cfm?table=CTPART_PRESERVATION). For herbarium sheets use 'dried_pressed'. If an alcohol collection uses mixed percentages use 'alcohol'.,"Způsob uchování obecně popisuje konečný stav uložení. Není určena k použití jako metoda fosilizace. K tomu slouží metoda preservationMode. Toto pole je určeno k použití v případě, že sbírka má jedinou nebo výraznou metodu uchováníMetoda. Doporučujeme slovník Arctos PART_PRESERVATION (https://arctos.database.museum/info/ctDocumentation.cfm?table=CTPART_PRESERVATION). Pro herbářové listy použijte ""dried_pressed"". Pokud sbírka využívá smíšené procento alkoholu, použijte ""alcohol"".",,,"La méthode de conservation décrit généralement l'état final de stockage. Elle n'est pas destinée à être utilisée pour le procédé de fossilisation. Utiliser preservationMode pour cela. Ce champ est destiné à être utilisé lorsqu'une collection a une méthode de préservation unique ou prédominante. Le vocabulaire Arctos PART_PRESERVATION (https://arctos.database.museum/info/ctDocumentation.cfm?table=CTPART_PRESERVATION) est recommandé. Pour les feuilles d'herbier, utilisez « dried_pressed ». Si une collection d'alcool utilise des pourcentages variables, utilisez « alcohol ».",,,,,,"`dried`, `dried_pressed`, `dried_pinned`, `Dried assemblage`, `Dried - not assembled`, `Dry preserved`, `papered/packaged`, `slide box`, `Skeletonized`, `Tanned`, `mounted`, `Slide mount`, `Embedded`, `gum_arabic`, `Blood sampling cards (biomedical)`, `Fluid preserved`, `Alcohol, formaledhyde`, `glycerin`, `EDTA`, `frozen / cryopreserved`, `Cryopreserved / frozen - 80C`, `refrigerated`, `freeze_dried`, `Surface coating`, `SEM stub`, `Stasis`, `cell culture`, `axenic culture`, `viable cells`, `Controlled atmosphere`, `Climate controlled conditions`, `Non climate controlled conditions`, `no_treatment`, etc.","`sušené`, `sušené_lisované`, `sušené_přišpendlené`, `sušené sestavené`, `sušené - nesestavené`, `suché konzervované`, `papírované/balené`, `slide box`, `skeletizované`, `vyčiněný`, `montovaný`, `skluzná montáž`, `vložený`, `gumový_arabský`, `karty pro odběr krve (biomedicínské)`, `konzervační tekutina`, `alkohol, formaledhyd`, `glycerin`, `EDTA`, `zmrazené / kryokonzervované`, `kryokonzervované / zmrazené - 80C`, `chlazené`, `zmrazené_sušené`, `povrchový nátěr`, `zbytek SEM`, `stáza`, `buněčná kultura`, `axenická kultura`, `životaschopné buňky`, `kontrolovaná atmosféra`, `kontrolované klimatické podmínky`, `neklimatické podmínky`, `bez ošetření`, atd.",,,"`séché`, `séché_pressé`, `séché_épinglé`, `assemblage séché`, `séché - non assemblé`, `séché conservé`, `emballé`, `boîte à glissière`, `squelettisé`, `Tanné`, `Monté`, `Montage de diapositives`, `Encastré`, `Gomme_arabique`, `Cartes de prélèvement sanguin (biomédical)`, `Conservé en fluide`, `Alcool, formaldéhyde`, `Glycérine`, `EDTA`, `Congelé / cryoconservé`, `Cryopréservé / congelé - 80C`, `réfrigéré`, `séché par congélation`, `Enrobage de surface`, `Bouton SEM`, `Stase`, `Culture cellulaire`, `Culture axénique`, `Cellules viables`, `Atmosphère contrôlée`, `Conditions climatiques contrôlées`, `Conditions non climatiques contrôlées`, `Non-traitement`, etc.",,,,,
preservationMode,Preservation Mode,Režim uchovávání,,,Mode de Conservation,,,,,,"The means by which a palaeontological specimen was preserved or created e.g. body, cast, mold, trace fossil, soft parts mineralised etc.","Způsob, jakým byl paleontologický exemplář zachován nebo vytvořen, např. tělo, odlitek, forma, stopová fosilie, mineralizované měkké části atd.",,,"Le moyen par lequel un spécimen paléontologique a été préservé ou créé, par exemple un corps, un moulage, un moule, une trace fossile, des parties molles minéralisées, etc.",,,,,,Use to describe the preservation mode of a collection as a whole (e.g. Amber collection).,Používá se k popisu způsobu uchování sbírky jako celku (např. sbírka jantaru).,,,"Sert à décrire le mode de préservation d'une collection dans son ensemble (par exemple, une collection d'ambre).",,,,,,This property should be only used in association with ObjectGroups that contain paleontological material. It is aligned with the concept of preservationMode in ABCD(EFG) (https://efg.geocase.eu/documentation/html/efg.html#element_PreservationMode_Link03032878).,"Tato vlastnost by se měla používat pouze ve spojení se skupinami objektů, které obsahují paleontologický materiál. Je sladěna s pojmem preservationMode v ABCD(EFG) (https://efg.geocase.eu/documentation/html/efg.html#element_PreservationMode_Link03032878).",,,Cette propriété ne doit être utilisée qu'en association avec des ObjectGroups contenant du matériel paléontologique. Elle est alignée sur le concept de preservationMode dans ABCD(EFG) (https://efg.geocase.eu/documentation/html/efg.html#element_PreservationMode_Link03032878).,,,,,,,,,,,,,,,
typeOfObjectGroup,Type Of Object Group,Typ skupiny objektů,,,Type de Groupe d'Objets,,,,,,Additional information that describes the object(s) in the collection.,"Další informace, které popisují objekt(y) ve sbírce.",,,Informations supplémentaires décrivant le(s) objet(s) de la collection.,,,,,,,,,,,,,,,,"High-level information that enables the finding of the group and/or its object(s) in searches by users on the web using attributes commonly of interest. Recommended best practice is to use a controlled vocabulary. Terms such as soil, pollen, faeces, muscle, genomic DNA are currently put in preparationType.","Informace na vysoké úrovni, které umožňují najít skupinu a/nebo její objekt(y) při vyhledávání uživatelů na webu pomocí atributů, které je běžně zajímají. Doporučeným osvědčeným postupem je použití řízeného slovníku. Termíny jako půda, pyl, výkaly, svalovina, genomová DNA jsou v současné době zařazeny do přípravkuType.",,,"Informations de haut niveau qui permettent aux utilisateurs de trouver le groupe et/ou son (ses) objet(s) lorsqu'ils effectuent des recherches sur le web à l'aide d'attributs fréquemment utilisés. La pratique optimale recommandée est d'utiliser un vocabulaire contrôlé. Des termes tels que sol, pollen, fèces, muscle ou ADN génomique, sont actuellement placés dans preparationType.",,,,,,"if baseTypeOfObjectGroup = `MaterialEntity`: `Living`, `Preserved`, `Fossilized`, `Non-biological`, `Human-made`; if baseTypeOfObjectGroup = `InformationArtefact`: `Digital`, `Physical`","pokud je baseTypeOfObjectGroup = `MaterialEntity`: `Živý`, `Zachovalý`, `Zkamenělý`, `Nebiologický`, `Vytvořený člověkem`; pokud je baseTypeOfObjectGroup = `InformationArtefact`: `Digitální`, `Fyzický`",,,"si baseTypeOfObjectGroup = `MaterialEntity` : `Vivant`, `Préservé`, `Fossilisé`, `Non-biologique`, `Fabriqué par l'Homme` ; si baseTypeOfObjectGroup = `InformationArtefact` : `Numérique`, `Physique`",,,,,
hasAddress,Has Address,Má adresu,,,A pour Adresse,,,,,,This property refers to one or more related instances of the Address class.,Tato vlastnost odkazuje na jednu nebo více souvisejících instancí třídy Address.,,,Cette propriété fait référence à une ou plusieurs instances associées de la classe Adress.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hasContactDetail,Has Contact Detail,Má kontaktní údaje,,,A pour Coordonnées,,,,,,This property refers to one or more related instances of the ContactDetail class.,Tato vlastnost odkazuje na jednu nebo více souvisejících instancí třídy ContactDetail.,,,Cette propriété fait référence à une ou plusieurs instances associées de la classe ContactDetail.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hasParentOrganisationalUnit,Has Parent Organisational Unit,Má nadřazenou organizační jednotku,,,A pour Entité Organisationnelle Mère,,,,,,This property refers to one or more related parent instances of the OrganisationalUnit class.,Tato vlastnost odkazuje na jednu nebo více souvisejících nadřazených instancí třídy OrganisationalUnit.,,,Cette propriété fait référence à une ou plusieurs instances parentales de la classe OrganisationalUnit.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
organisationalUnitName,Organisational Unit Name,Název organizační jednotky,,,Nom de l'Entité Organisationnelle,,,,,,An official name of the organisational unit in the local language.,Oficiální název organizační jednotky v místním jazyce.,,,Nom officiel de l'entité organisationnelle dans sa langue d'origine.,,,,,,,,,,,,,,,,"Repeatable where there are more than one official local language required for example Belgian Institutions where an official name exists in French, Dutch, German and English. See 'A Collection of Crosswalks from Fifteen Research Data Schemas to Schema.org' (https://www.rd-alliance.org/group/research-metadata-schemas-wg/outcomes/collection-crosswalks-fifteen-research-data-schemas) from RDA for crosswalks for properties with the function of Name, Title, etc. Take into account the note at the class level (Class:OrganisationalUnit) about associating an identifier in addition to a name with the organisational unit.","Lze opakovat, pokud je vyžadován více než jeden úřední místní jazyk, například belgické instituce, kde existuje úřední název ve francouzštině, nizozemštině, němčině a angličtině. Viz ""A Collection of Crosswalks from Fifteen Research Data Schemas to Schema.org"" (https://www.rd-alliance.org/group/research-metadata-schemas-wg/outcomes/collection-crosswalks-fifteen-research-data-schemas) od RDA, kde jsou uvedeny křížové přechody pro vlastnosti s funkcí Name, Title atd. Vezměte v úvahu poznámku na úrovni třídy (Class:OrganisationalUnit) o přiřazení identifikátoru kromě názvu k organizační jednotce.",,,"Répétable lorsqu'il y a plus d'une langue officielle locale requise, par exemple pour les institutions belges dont le nom officiel existe en français, en néerlandais, en allemand et en anglais. Voir « A Collection of Crosswalks from Fifteen Research Data Schemas to Schema.org » (https://www.rd-alliance.org/group/research-metadata-schemas-wg/outcomes/collection-crosswalks-fifteen-research-data-schemas) de RDA pour les passerelles pour les propriétés ayant la fonction de Nom, Titre, etc. Tenir compte de la note au niveau de la classe (Class:OrganisationalUnit) concernant l'association d'un identifiant en supplément d'un nom à l'entité organisationnelle.",,,,,,,,,,,,,,,
